dataset,client_count,attacker_count,cohort_mode,variant,trust_estimator,attack_scenario,noniid_alpha,repeat,round,configured_access_lease_full_updates,accuracy,backdoor_asr,target_effective_aggregation_share,target_returned_updates,target_aggregated_updates,target_observed_node_rate,target_limited_rate,target_admitted_rate,target_rffl_removals,target_lease_expirations,target_lease_renewals,lease_full_updates
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,1,28,5,0.359,0.06222222222222222,0.020000000000000007,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,1,29,5,0.339,0.12111111111111111,0.02,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,1,30,5,0.3495,0.13277777777777777,0.020000000000000004,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,1,31,5,0.3285,0.095,0.02,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,1,32,5,0.344,0.023333333333333334,0.02,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,1,33,5,0.3385,0.11944444444444445,0.02,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,1,34,5,0.326,0.03611111111111111,0.02,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,1,35,5,0.314,0.2816666666666667,0.02,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,1,36,5,0.342,0.13333333333333333,0.02,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,1,37,5,0.3185,0.03222222222222222,0.019999999999999997,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,1,38,5,0.3695,0.08222222222222222,0.02,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,1,39,5,0.311,0.33944444444444444,0.02,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,1,40,5,0.346,0.07166666666666667,0.02,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,1,41,5,0.356,0.1238888888888889,0.020000000000000004,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,1,42,5,0.3405,0.005555555555555556,0.02,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,1,43,5,0.36,0.005555555555555556,0.019999999999999997,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,1,44,5,0.345,0.21944444444444444,0.02,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,1,45,5,0.311,0.095,0.02,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,1,46,5,0.346,0.028333333333333332,0.02,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,1,47,5,0.3415,0.1238888888888889,0.02,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,1,48,5,0.309,0.017777777777777778,0.02,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,1,49,5,0.3505,0.1388888888888889,0.020000000000000004,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,1,50,5,0.334,0.10444444444444445,0.02,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,1,5,0.1575,0.0,0.04668201800293071,2,2,1.0,1.0,0.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,2,5,0.181,0.6622222222222223,0.04668201800293072,2,2,1.0,1.0,0.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,3,5,0.2165,0.0022222222222222222,0.0466820180029307,2,2,1.0,1.0,0.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,4,5,0.254,0.09111111111111111,0.04668201800293072,2,2,1.0,1.0,0.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,5,5,0.307,0.07277777777777777,0.0892,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,6,5,0.22,0.5133333333333333,0.08919999999999999,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,7,5,0.315,0.13055555555555556,0.08920000000000002,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,8,5,0.249,0.008333333333333333,0.0892,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,9,5,0.301,0.1111111111111111,0.08920000000000002,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,10,5,0.275,0.29055555555555557,0.08920000000000002,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,11,5,0.318,0.115,0.0892,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,12,5,0.2955,0.4033333333333333,0.08920000000000002,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,13,5,0.3215,0.19555555555555557,0.0892,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,14,5,0.2735,0.3977777777777778,0.08919999999999999,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,15,5,0.322,0.33111111111111113,0.08919999999999999,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,16,5,0.3215,0.26222222222222225,0.0892,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,17,5,0.3265,0.13444444444444445,0.08920000000000002,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,18,5,0.313,0.10333333333333333,0.0892,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,19,5,0.277,0.325,0.08919999999999999,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,20,5,0.326,0.06444444444444444,0.08920000000000002,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,21,5,0.2975,0.3811111111111111,0.0892,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,22,5,0.3255,0.2427777777777778,0.0892,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,23,5,0.289,0.3811111111111111,0.08920000000000002,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,24,5,0.3445,0.1688888888888889,0.08919999999999999,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,25,5,0.3025,0.28055555555555556,0.0892,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,26,5,0.347,0.39055555555555554,0.0892,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,27,5,0.314,0.04055555555555555,0.0892,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,28,5,0.3415,0.1938888888888889,0.0892,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,29,5,0.34,0.17833333333333334,0.08920000000000002,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,30,5,0.357,0.1661111111111111,0.0892,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,31,5,0.344,0.08055555555555556,0.08920000000000002,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,32,5,0.2975,0.6483333333333333,0.0892,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,33,5,0.326,0.29333333333333333,0.08920000000000002,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,34,5,0.3665,0.3977777777777778,0.0892,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,35,5,0.324,0.505,0.08920000000000002,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,36,5,0.3245,0.39666666666666667,0.0892,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,37,5,0.368,0.4272222222222222,0.08920000000000002,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,38,5,0.2855,0.5183333333333333,0.0892,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,39,5,0.3325,0.5116666666666667,0.08920000000000002,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,40,5,0.337,0.3788888888888889,0.08920000000000002,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,41,5,0.351,0.3516666666666667,0.0892,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,42,5,0.288,0.48777777777777775,0.08919999999999999,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,43,5,0.361,0.3827777777777778,0.0892,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,44,5,0.315,0.25833333333333336,0.0892,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,45,5,0.368,0.38333333333333336,0.0892,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,46,5,0.358,0.5033333333333333,0.08920000000000002,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,47,5,0.352,0.44333333333333336,0.08920000000000002,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,48,5,0.351,0.5733333333333334,0.0892,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,49,5,0.35,0.4672222222222222,0.0892,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,50,5,0.3585,0.4411111111111111,0.0892,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,1,5,0.1665,0.0,0.055375555391386035,2,2,1.0,1.0,0.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,2,5,0.21,0.0033333333333333335,0.05537555539138603,2,2,1.0,1.0,0.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,3,5,0.203,0.2538888888888889,0.05537555539138603,2,2,1.0,1.0,0.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,4,5,0.283,0.08055555555555556,0.05537555539138603,2,2,1.0,1.0,0.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,5,5,0.227,0.0016666666666666668,0.10494000000000002,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,6,5,0.2515,0.015555555555555555,0.10494,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,7,5,0.251,0.21388888888888888,0.10494,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,8,5,0.2835,0.16,0.10493999999999998,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,9,5,0.31,0.0077777777777777776,0.10494,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,10,5,0.278,0.002777777777777778,0.10494,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,11,5,0.2815,0.37555555555555553,0.10494,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,12,5,0.288,0.0022222222222222222,0.10493999999999998,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,13,5,0.311,0.36833333333333335,0.10494,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,14,5,0.2915,0.010555555555555556,0.10494,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,15,5,0.334,0.06111111111111111,0.10494,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,16,5,0.331,0.165,0.10494,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,17,5,0.301,0.3244444444444444,0.10494000000000002,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,18,5,0.2775,0.03166666666666667,0.10493999999999998,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,19,5,0.3035,0.08944444444444444,0.10494000000000002,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,20,5,0.326,0.04,0.10493999999999998,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,21,5,0.338,0.2927777777777778,0.10494,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,22,5,0.345,0.2833333333333333,0.10494,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,23,5,0.3295,0.32611111111111113,0.10493999999999998,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,24,5,0.3395,0.05611111111111111,0.10494,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,25,5,0.3275,0.15444444444444444,0.10494000000000002,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,26,5,0.328,0.24833333333333332,0.10494000000000002,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,27,5,0.3105,0.35388888888888886,0.10494,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,28,5,0.326,0.19055555555555556,0.10494000000000002,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,29,5,0.3545,0.38666666666666666,0.10494,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,30,5,0.321,0.4261111111111111,0.10494,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,31,5,0.3215,0.18555555555555556,0.10494,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,32,5,0.334,0.19833333333333333,0.10494000000000002,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,33,5,0.346,0.24388888888888888,0.10494,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,34,5,0.339,0.39444444444444443,0.10493999999999998,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,35,5,0.3445,0.3616666666666667,0.10494,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,36,5,0.325,0.435,0.10494000000000002,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,37,5,0.312,0.5083333333333333,0.10494,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,38,5,0.322,0.10722222222222222,0.10494,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,39,5,0.3565,0.4311111111111111,0.10493999999999998,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,40,5,0.329,0.05611111111111111,0.10494,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,41,5,0.352,0.1338888888888889,0.10494,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,42,5,0.3515,0.445,0.10494,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,43,5,0.3125,0.29888888888888887,0.10494000000000002,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,44,5,0.3545,0.14222222222222222,0.10494,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,45,5,0.339,0.495,0.10494,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,46,5,0.346,0.5522222222222222,0.10494,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,47,5,0.3455,0.2561111111111111,0.10494,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,48,5,0.325,0.3377777777777778,0.10494,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,49,5,0.3225,0.5488888888888889,0.10493999999999998,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,50,5,0.348,0.5561111111111111,0.10494,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,1,5,0.1135,0.0,0.06692841977231748,2,2,1.0,1.0,0.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,2,5,0.204,0.0005555555555555556,0.06692841977231748,2,2,1.0,1.0,0.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,3,5,0.2465,0.04611111111111111,0.06692841977231749,2,2,1.0,1.0,0.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,4,5,0.2485,0.07333333333333333,0.06692841977231748,2,2,1.0,1.0,0.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,5,5,0.277,0.058333333333333334,0.12546,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,6,5,0.256,0.26666666666666666,0.12546000000000002,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,7,5,0.264,0.13944444444444445,0.12546000000000002,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,8,5,0.277,0.27111111111111114,0.12546000000000002,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,9,5,0.2935,0.14166666666666666,0.12546000000000002,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,10,5,0.2615,0.4438888888888889,0.12546000000000002,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,11,5,0.2595,0.30666666666666664,0.12546000000000002,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,12,5,0.3045,0.4444444444444444,0.12546000000000004,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,13,5,0.2825,0.15833333333333333,0.12546000000000004,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,14,5,0.3265,0.26722222222222225,0.12546000000000002,2,2,1.0,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,15,5,0.3315,0.045,0.12546000000000002,2,2,1.0,0.0,1.0,0,0,0,0
