dataset,client_count,attacker_count,cohort_mode,trust_estimator,attack_scenario,noniid_alpha,repeat,method_variant,control_variant,sustained_target_share_reduction,limited_returned_update_rate_increase,full_weight_aggregated_update_rate_reduction,asr_auc_reduction,round_8_asr_reduction,final_backdoor_asr_reduction,final_accuracy_difference,runtime_overhead_seconds,asr_ge_10pct_delay,asr_ge_20pct_delay,asr_ge_30pct_delay
cifar10,20,2,mixed_maturity,dirichlet_lcb,benign_concept_drift,0.5,4,access_freshness_lease,rffl_reputation,0.010856202176719273,0.4897959183673469,0.4897959183673469,0.03025462962962966,0.3438888888888889,-0.0188888888888889,-0.016000000000000014,-15.664413700000011,8.0,8.0,nan
cifar10,20,2,mixed_maturity,dirichlet_lcb,benign_concept_drift,0.5,5,access_freshness_lease,rffl_reputation,0.050398707797557715,0.4897959183673469,0.4897959183673469,0.018165509259259277,-0.25055555555555553,-0.06222222222222221,0.045999999999999985,5.305263199999985,-1.0,-2.0,-40.0
cifar10,20,2,mixed_maturity,dirichlet_lcb,benign_concept_drift,0.5,6,access_freshness_lease,rffl_reputation,0.040031484894882535,0.4897959183673469,0.4897959183673469,-0.024120370370370355,-0.19444444444444445,0.04111111111111111,-0.0040000000000000036,-5.458292699999987,-2.0,nan,nan
cifar10,20,2,mixed_maturity,dirichlet_lcb,benign_concept_drift,0.5,7,access_freshness_lease,rffl_reputation,0.031097931239872978,0.4897959183673469,0.4897959183673469,0.013535879629629648,0.39111111111111113,-0.006666666666666666,0.045499999999999985,-5.828398199999981,2.0,2.0,-1.0
cifar10,20,2,mixed_maturity,dirichlet_lcb,benign_concept_drift,0.5,8,access_freshness_lease,rffl_reputation,0.014979414314835321,0.4897959183673469,0.4897959183673469,0.01785879629629629,0.029444444444444447,0.03944444444444445,0.026499999999999968,-0.7157221999999877,1.0,34.0,nan
cifar10,20,2,mixed_maturity,dirichlet_lcb,benign_concept_drift,0.5,9,access_freshness_lease,rffl_reputation,0.0653218232860601,0.4897959183673469,0.4897959183673469,-0.01381944444444444,-0.05388888888888889,0.04666666666666667,-0.03049999999999997,-1.0022514000000058,0.0,5.0,nan
cifar10,20,2,mixed_maturity,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,0,access_freshness_lease,rffl_reputation,0.08460045546831634,0.4897959183673469,0.4897959183673469,0.1517129629629629,-0.11166666666666666,-0.037777777777777743,-0.009499999999999953,1.754700200000002,-1.0,-1.0,-3.0
cifar10,20,2,mixed_maturity,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,1,access_freshness_lease,rffl_reputation,0.11906200874179863,0.4897959183673469,0.4897959183673469,0.20860532407407412,0.11611111111111111,0.22611111111111115,-0.019499999999999962,-0.19810119999999642,1.0,18.0,27.0
cifar10,20,2,mixed_maturity,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,2,access_freshness_lease,rffl_reputation,0.0691777882649313,0.4897959183673469,0.4897959183673469,0.15507523148148153,0.08666666666666667,-0.04222222222222222,0.019999999999999962,-4.6574383999999895,-1.0,-1.0,-1.0
cifar10,20,2,mixed_maturity,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,3,access_freshness_lease,rffl_reputation,-0.032677005823895204,0.4897959183673469,0.4897959183673469,-0.045625000000000054,-0.13166666666666665,-0.22666666666666666,-0.0040000000000000036,0.794553900000011,-1.0,0.0,0.0
cifar10,20,2,mixed_maturity,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,4,access_freshness_lease,rffl_reputation,0.05275675806018415,0.4897959183673469,0.4897959183673469,0.08539930555555547,-0.048888888888888926,0.05111111111111111,0.045999999999999985,4.4631155999999805,1.0,3.0,-2.0
cifar10,20,2,mixed_maturity,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,5,access_freshness_lease,rffl_reputation,0.0587550814191692,0.4897959183673469,0.4897959183673469,0.10219328703703695,-0.2966666666666667,0.47222222222222227,0.008999999999999952,13.711670800000007,-2.0,2.0,1.0
cifar10,20,2,mixed_maturity,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,6,access_freshness_lease,rffl_reputation,0.0756139505609219,0.4897959183673469,0.4897959183673469,0.05979745370370379,-0.051111111111111114,0.3405555555555556,0.05199999999999999,0.3353622999999857,0.0,0.0,0.0
cifar10,20,2,mixed_maturity,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,7,access_freshness_lease,rffl_reputation,0.027209875771628575,0.4897959183673469,0.4897959183673469,0.050081018518518455,-0.23777777777777775,0.09500000000000003,-0.004999999999999949,4.567447200000004,0.0,-5.0,-5.0
cifar10,20,2,mixed_maturity,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,8,access_freshness_lease,rffl_reputation,0.032539835230589134,0.4897959183673469,0.4897959183673469,0.08562500000000003,0.02166666666666668,0.10333333333333333,0.02150000000000002,-7.052675700000009,0.0,0.0,0.0
cifar10,20,2,mixed_maturity,dirichlet_lcb,diverse_then_repeat_backdoor,0.5,9,access_freshness_lease,rffl_reputation,0.08086091042888688,0.4897959183673469,0.4897959183673469,0.16590277777777787,0.24,0.36777777777777776,-0.035999999999999976,-0.5267654000000164,0.0,0.0,3.0
