dataset,client_count,attacker_count,cohort_mode,variant,trust_estimator,attack_scenario,noniid_alpha,repeat,stage,attacker_fraction,normal_nodes,target_initial_limited_rate,target_initial_admitted_rate,normal_initial_admitted_rate,target_onboarding_seconds_mean,normal_onboarding_seconds_mean,target_returned_updates_after_start,target_aggregated_updates_after_start,target_effective_aggregation_share_after_start,target_rffl_removals,normal_rffl_removals,update_payload_bytes,server_processing_seconds,configuration_runtime_seconds,controller_state_bytes,configured_access_lease_full_updates,final_accuracy,final_backdoor_asr,total_rounds,target_full_access_round_mean,target_promoted_rate,target_effective_aggregation_share_early,target_effective_aggregation_share_late,backdoor_asr_auc_after_start,backdoor_asr_at_round_8,backdoor_asr_growth_round_8_to_final,first_round_asr_ge_10pct,first_round_asr_ge_20pct,first_round_asr_ge_30pct,target_effective_aggregation_share_sustained,target_limited_returned_update_rate_after_start,target_full_weight_aggregated_update_rate_after_start,target_lease_expirations,target_lease_renewals,normal_lease_expirations,lease_full_updates
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,0,formal,0.1,18,1.0,0.0,1.0,3.19012451171875,10.095902999242147,90,90,0.08461999999999988,0,0,122920000,93.88685788,261.4915114,8298167,5,0.374,0.042222222222222223,50,5.0,1.0,0.08461999999999999,0.08461999999999993,0.06907828282828282,0.011666666666666667,0.030555555555555558,10.0,43.0,nan,0.08461999999999993,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,1,formal,0.1,18,1.0,0.0,1.0,2.886919140815735,14.664924992455376,90,90,0.01999999999999992,0,0,122920000,93.71465349999997,229.8424061,8326935,5,0.321,0.12166666666666667,50,5.0,1.0,0.019999999999999987,0.01999999999999991,0.056773989898989914,0.08944444444444444,0.032222222222222235,6.0,11.0,nan,0.01999999999999991,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,2,formal,0.1,18,1.0,0.0,1.0,3.1774001121520996,16.218317972289192,90,90,0.08920000000000013,0,0,122920000,95.15232334,230.5828712,8335055,5,0.341,0.09444444444444444,50,5.0,1.0,0.0892,0.08920000000000008,0.1289267676767677,0.09833333333333333,-0.003888888888888886,9.0,12.0,nan,0.08920000000000008,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,3,formal,0.1,18,1.0,0.0,1.0,3.311498522758484,14.8646703031328,90,90,0.10493999999999983,0,0,122920000,99.11843279999998,230.5188255,8457911,5,0.3495,0.05722222222222222,50,5.0,1.0,0.10494000000000002,0.1049399999999997,0.050277777777777775,0.0016666666666666668,0.05555555555555556,6.0,6.0,nan,0.1049399999999997,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,4,formal,0.1,18,1.0,0.0,1.0,2.9525272846221924,11.563573916753134,90,90,0.1254600000000001,0,0,122920000,96.91002438999999,230.951746,8314623,5,0.367,0.16,50,5.0,1.0,0.12546000000000002,0.12546000000000015,0.08078914141414141,0.010555555555555556,0.14944444444444444,9.0,22.0,nan,0.12546000000000015,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,5,formal,0.1,18,1.0,0.0,1.0,2.714642286300659,11.290015670988295,90,90,0.11009999999999977,0,0,122920000,100.67775436000001,209.4048579,8322767,5,0.3355,0.18,50,5.0,1.0,0.11009999999999999,0.11009999999999989,0.10840277777777779,0.1111111111111111,0.06888888888888889,6.0,13.0,40.0,0.11009999999999989,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,6,formal,0.1,18,1.0,0.0,1.0,3.5406556129455566,3.449655771255493,90,90,0.09995999999999984,0,0,122920000,98.63311183999998,179.2390835,8408759,5,0.343,0.044444444444444446,50,5.0,1.0,0.09996000000000003,0.0999599999999999,0.0694570707070707,0.06,-0.015555555555555552,7.0,12.0,nan,0.0999599999999999,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,7,formal,0.1,18,1.0,0.0,1.0,3.7725383043289185,6.660472962591383,90,90,0.10054000000000009,0,0,122920000,98.60987014999999,205.4437603,8421023,5,0.3395,0.0005555555555555556,50,5.0,1.0,0.10054000000000002,0.10054000000000018,0.049482323232323225,0.08055555555555556,-0.08,27.0,nan,nan,0.10054000000000018,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,8,formal,0.1,18,1.0,0.0,1.0,3.192430019378662,6.88869571685791,90,90,0.10096000000000001,0,0,122920000,98.39260913000001,205.6614602,8347319,5,0.358,0.09722222222222222,50,5.0,1.0,0.10095999999999995,0.10095999999999995,0.07316919191919191,0.0044444444444444444,0.09277777777777778,6.0,39.0,nan,0.10095999999999995,0.0,1.0,0,0,0,0
cifar10,20,2,mixed_maturity,access_full,dirichlet_lcb,benign_concept_drift,0.5,9,formal,0.1,18,1.0,0.0,1.0,2.9954042434692383,14.720947795444065,90,90,0.06105999999999979,0,0,122920000,95.70099184000003,230.8382059,8412855,5,0.319,0.002777777777777778,50,5.0,1.0,0.06106000000000001,0.06105999999999987,0.07244318181818182,0.030555555555555555,-0.027777777777777776,9.0,47.0,nan,0.06105999999999987,0.0,1.0,0,0,0,0
